state	min	max	median	shifts	jumps	jumpvar	SE	root	lnL	lnLp	qlnL.p	qlnL.h
972000	0.007	48.594	0.064	33	0	0.000	0.045	-0.296	-2.06	-140.19	0.00	0.00
973000	0.000	43.005	0.058	29	0	0.000	0.125	0.510	-7.27	-124.92	0.02	0.00
974000	0.004	50.172	0.136	19	0	0.000	0.092	-0.375	-4.09	-89.35	-0.00	0.00
975000	0.001	21.309	0.100	26	0	0.000	0.041	-0.334	-0.06	-113.82	0.00	-2.88
976000	0.000	17.849	0.136	34	0	0.000	0.034	-0.501	-17.77	-144.08	0.00	-1.32
977000	0.006	39.634	0.041	31	0	0.000	0.055	-0.066	-2.45	-132.50	0.00	0.00
978000	0.012	52.389	0.030	31	0	0.000	0.066	0.232	-2.46	-132.50	-0.00	0.00
979000	0.042	47.854	0.048	23	0	0.000	0.078	0.485	2.25	-103.08	0.00	-6.01
980000	0.010	34.940	0.069	20	0	0.000	0.053	-0.561	6.06	-92.71	-0.00	0.00
981000	0.003	31.092	0.067	29	0	0.000	0.070	-0.731	-1.19	-124.93	0.00	0.69
982000	0.017	57.814	0.068	28	0	0.000	0.086	-0.822	-6.84	-121.19	-0.00	-0.69
983000	0.012	34.405	0.234	29	0	0.000	0.061	-0.941	-6.51	-124.93	-0.00	-0.69
984000	0.015	34.393	0.133	28	0	0.000	0.063	-0.005	-2.40	-121.19	0.00	-1.65
985000	0.007	46.597	0.099	28	0	0.000	0.055	0.091	-10.01	-121.19	-0.00	0.00
986000	0.047	19.117	0.128	27	0	0.000	0.088	-0.361	-13.64	-117.49	-0.00	0.00
987000	0.039	80.716	0.137	25	0	0.000	0.044	-0.219	7.15	-110.20	0.00	0.00
988000	0.041	70.900	0.122	26	0	0.000	0.045	0.034	0.14	-113.84	0.00	-1.52
989000	0.001	53.043	0.142	21	0	0.000	0.062	0.373	-17.81	-96.11	-0.00	0.00
990000	0.028	10.865	0.053	21	0	0.000	0.100	0.606	-2.51	-96.11	0.01	0.00
